x,y,z
-2.1017,-3.0508,5.7325
-2.1017,-2.9153,5.6797
-2.1017,-2.7797,5.6283
-2.1017,-2.6441,5.5779
-2.1017,-2.5085,5.5285
-2.1017,-2.3729,5.4798
-2.1017,-2.2373,5.4314
-2.1017,-2.1017,5.3830
-2.1017,-1.9661,5.3340
-2.1017,-1.8305,5.2839
-2.1017,-1.6949,5.2322
-2.1017,-1.5593,5.1782
-2.1017,-1.4237,5.1212
-2.1017,-1.2881,5.0606
-2.1017,-1.1525,4.9957
-2.1017,-1.0169,4.9260
-2.1017,-0.8814,4.8510
-2.1017,-0.7458,4.7701
-2.1017,-0.6102,4.6833
-2.1017,-0.4746,4.5905
-2.1017,-0.3390,4.4917
-2.1017,-0.2034,4.3875
-2.1017,-0.0678,4.2783
-2.1017,0.0678,4.1652
-2.1017,0.2034,4.0493
-2.1017,0.3390,3.9319
-2.1017,0.4746,3.8148
-2.1017,0.6102,3.6999
-2.1017,0.7458,3.5890
-2.1017,0.8814,3.4844
-2.1017,1.0169,3.3882
-2.1017,1.1525,3.3026
-2.1017,1.2881,3.2296
-2.1017,1.4237,3.1711
-2.1017,1.5593,3.1289
-2.1017,1.6949,3.1044
-2.1017,1.8305,3.0987
-2.1017,1.9661,3.1124
-2.1017,2.1017,3.1461
-2.1017,2.2373,3.1995
-2.1017,2.3729,3.2722
-2.1017,2.5085,3.3634
-2.1017,2.6441,3.4719
-2.1017,2.7797,3.5962
-2.1017,2.9153,3.7344
-2.1017,3.0508,3.8847
-2.1017,3.1864,4.0451
-2.1017,3.3220,4.2132
-2.1017,3.4576,4.3870
-2.1017,3.5932,4.5645
-2.1017,3.7288,4.7435
-2.1017,3.8644,4.9225
-2.1017,4.0000,5.0997
-1.9661,-4.0000,6.0948
-1.9661,-3.8644,6.0300
-1.9661,-3.7288,5.9666
-1.9661,-3.5932,5.9046
-1.9661,-3.4576,5.8439
-1.9661,-3.3220,5.7847
-1.9661,-3.1864,5.7271
-1.9661,-3.0508,5.6710
-1.9661,-2.9153,5.6164
-1.9661,-2.7797,5.5632
-1.9661,-2.6441,5.5114
-1.9661,-2.5085,5.4607
-1.9661,-2.3729,5.4110
-1.9661,-2.2373,5.3619
-1.9661,-2.1017,5.3131
-1.9661,-1.9661,5.2639
-1.9661,-1.8305,5.2141
-1.9661,-1.6949,5.1628
-1.9661,-1.5593,5.1096
-1.9661,-1.4237,5.0536
-1.9661,-1.2881,4.9943
-1.9661,-1.1525,4.9309
-1.9661,-1.0169,4.8629
-1.9661,-0.8814,4.7896
-1.9661,-0.7458,4.7107
-1.9661,-0.6102,4.6259
-1.9661,-0.4746,4.5350
-1.9661,-0.3390,4.4383
-1.9661,-0.2034,4.3360
-1.9661,-0.0678,4.2288
-1.9661,0.0678,4.1175
-1.9661,0.2034,4.0033
-1.9661,0.3390,3.8875
-1.9661,0.4746,3.7720
-1.9661,0.6102,3.6583
-1.9661,0.7458,3.5487
-1.9661,0.8814,3.4452
-1.9661,1.0169,3.3500
-1.9661,1.1525,3.2652
-1.9661,1.2881,3.1930
-1.9661,1.4237,3.1352
-1.9661,1.5593,3.0936
-1.9661,1.6949,3.0696
-1.9661,1.8305,3.0643
-1.9661,1.9661,3.0784
-1.9661,2.1017,3.1124
-1.9661,2.2373,3.1662
-1.9661,2.3729,3.2392
-1.9661,2.5085,3.3307
-1.9661,2.6441,3.4395
-1.9661,2.7797,3.5641
-1.9661,2.9153,3.7026
-1.9661,3.0508,3.8532
-1.9661,3.1864,4.0138
-1.9661,3.3220,4.1822
-1.9661,3.4576,4.3563
-1.9661,3.5932,4.5340
-1.9661,3.7288,4.7134
-1.9661,3.8644,4.8926
-1.9661,4.0000,5.0701
-1.8305,-4.0000,6.0463
-1.8305,-3.8644,5.9790
-1.8305,-3.7288,5.9130
-1.8305,-3.5932,5.8484
-1.8305,-3.4576,5.7851
-1.8305,-3.3220,5.7233
-1.8305,-3.1864,5.6632
-1.8305,-3.0508,5.6047
-1.8305,-2.9153,5.5479
-1.8305,-2.7797,5.4927
-1.8305,-2.6441,5.4392
-1.8305,-2.5085,5.3871
-1.8305,-2.3729,5.3363
-1.8305,-2.2373,5.2865
-1.8305,-2.1017,5.2372
-1.8305,-1.9661,5.1882
-1.8305,-1.8305,5.1387
-1.8305,-1.6949,5.0883
-1.8305,-1.5593,5.0362
-1.8305,-1.4237,4.9818
-1.8305,-1.2881,4.9244
-1.8305,-1.1525,4.8632
-1.8305,-1.0169,4.7976
-1.8305,-0.8814,4.7270
-1.8305,-0.7458,4.6510
-1.8305,-0.6102,4.5692
-1.8305,-0.4746,4.4815
-1.8305,-0.3390,4.3880
-1.8305,-0.2034,4.2889
-1.8305,-0.0678,4.1849
-1.8305,0.0678,4.0767
-1.8305,0.2034,3.9655
-1.8305,0.3390,3.8528
-1.8305,0.4746,3.7400
-1.8305,0.6102,3.6290
-1.8305,0.7458,3.5218
-1.8305,0.8814,3.4205
-1.8305,1.0169,3.3274
-1.8305,1.1525,3.2444
-1.8305,1.2881,3.1738
-1.8305,1.4237,3.1175
-1.8305,1.5593,3.0770
-1.8305,1.6949,3.0540
-1.8305,1.8305,3.0495
-1.8305,1.9661,3.0643
-1.8305,2.1017,3.0987
-1.8305,2.2373,3.1526
-1.8305,2.3729,3.2258
-1.8305,2.5085,3.3172
-1.8305,2.6441,3.4258
-1.8305,2.7797,3.5500
-1.8305,2.9153,3.6881
-1.8305,3.0508,3.8382
-1.8305,3.1864,3.9982
-1.8305,3.3220,4.1660
-1.8305,3.4576,4.3394
-1.8305,3.5932,4.5165
-1.8305,3.7288,4.6951
-1.8305,3.8644,4.8737
-1.8305,4.0000,5.0505
-1.6949,-4.0000,5.9954
-1.6949,-3.8644,5.9252
-1.6949,-3.7288,5.8561
-1.6949,-3.5932,5.7883
-1.6949,-3.4576,5.7219
-1.6949,-3.3220,5.6571
-1.6949,-3.1864,5.5940
-1.6949,-3.0508,5.5327
-1.6949,-2.9153,5.4734
-1.6949,-2.7797,5.4159
-1.6949,-2.6441,5.3604
-1.6949,-2.5085,5.3066
-1.6949,-2.3729,5.2546
-1.6949,-2.2373,5.2040
-1.6949,-2.1017,5.1544
-1.6949,-1.9661,5.1055
-1.6949,-1.8305,5.0567
-1.6949,-1.6949,5.0074
-1.6949,-1.5593,4.9569
-1.6949,-1.4237,4.9046
-1.6949,-1.2881,4.8498
-1.6949,-1.1525,4.7915
-1.6949,-1.0169,4.7293
-1.6949,-0.8814,4.6623
-1.6949,-0.7458,4.5902
-1.6949,-0.6102,4.5126
-1.6949,-0.4746,4.4292
-1.6949,-0.3390,4.3401
-1.6949,-0.2034,4.2455
-1.6949,-0.0678,4.1460
-1.6949,0.0678,4.0423
-1.6949,0.2034,3.9355
-1.6949,0.3390,3.8270
-1.6949,0.4746,3.7183
-1.6949,0.6102,3.6113
-1.6949,0.7458,3.5078
-1.6949,0.8814,3.4100
-1.6949,1.0169,3.3199
-1.6949,1.1525,3.2398
-1.6949,1.2881,3.1717
-1.6949,1.4237,3.1175
-1.6949,1.5593,3.0789
-1.6949,1.6949,3.0574
-1.6949,1.8305,3.0540
-1.6949,1.9661,3.0696
-1.6949,2.1017,3.1044
-1.6949,2.2373,3.1585
-1.6949,2.3729,3.2315
-1.6949,2.5085,3.3224
-1.6949,2.6441,3.4303
-1.6949,2.7797,3.5536
-1.6949,2.9153,3.6906
-1.6949,3.0508,3.8394
-1.6949,3.1864,3.9980
-1.6949,3.3220,4.1643
-1.6949,3.4576,4.3362
-1.6949,3.5932,4.5116
-1.6949,3.7288,4.6886
-1.6949,3.8644,4.8656
-1.6949,4.0000,5.0408
-1.5593,-4.0000,5.9415
-1.5593,-3.8644,5.8678
-1.5593,-3.7288,5.7951
-1.5593,-3.5932,5.7237
-1.5593,-3.4576,5.6537
-1.5593,-3.3220,5.5853
-1.5593,-3.1864,5.5187
-1.5593,-3.0508,5.4542
-1.5593,-2.9153,5.3917
-1.5593,-2.7797,5.3316
-1.5593,-2.6441,5.2737
-1.5593,-2.5085,5.2181
-1.5593,-2.3729,5.1647
-1.5593,-2.2373,5.1132
-1.5593,-2.1017,5.0633
-1.5593,-1.9661,5.0147
-1.5593,-1.8305,4.9668
-1.5593,-1.6949,4.9190
-1.5593,-1.5593,4.8706
-1.5593,-1.4237,4.8210
-1.5593,-1.2881,4.7693
-1.5593,-1.1525,4.7148
-1.5593,-1.0169,4.6567
-1.5593,-0.8814,4.5944
-1.5593,-0.7458,4.5273
-1.5593,-0.6102,4.4549
-1.5593,-0.4746,4.3771
-1.5593,-0.3390,4.2936
-1.5593,-0.2034,4.2049
-1.5593,-0.0678,4.1112
-1.5593,0.0678,4.0134
-1.5593,0.2034,3.9124
-1.5593,0.3390,3.8095
-1.5593,0.4746,3.7063
-1.5593,0.6102,3.6045
-1.5593,0.7458,3.5059
-1.5593,0.8814,3.4127
-1.5593,1.0169,3.3269
-1.5593,1.1525,3.2506
-1.5593,1.2881,3.1859
-1.5593,1.4237,3.1346
-1.5593,1.5593,3.0985
-1.5593,1.6949,3.0789
-1.5593,1.8305,3.0770
-1.5593,1.9661,3.0936
-1.5593,2.1017,3.1289
-1.5593,2.2373,3.1831
-1.5593,2.3729,3.2556
-1.5593,2.5085,3.3458
-1.5593,2.6441,3.4525
-1.5593,2.7797,3.5743
-1.5593,2.9153,3.7095
-1.5593,3.0508,3.8563
-1.5593,3.1864,4.0127
-1.5593,3.3220,4.1766
-1.5593,3.4576,4.3460
-1.5593,3.5932,4.5190
-1.5593,3.7288,4.6935
-1.5593,3.8644,4.8679
-1.5593,4.0000,5.0407
-1.4237,-4.0000,5.8841
-1.4237,-3.8644,5.8063
-1.4237,-3.7288,5.7295
-1.4237,-3.5932,5.6538
-1.4237,-3.4576,5.5795
-1.4237,-3.3220,5.5070
-1.4237,-3.1864,5.4364
-1.4237,-3.0508,5.3680
-1.4237,-2.9153,5.3021
-1.4237,-2.7797,5.2388
-1.4237,-2.6441,5.1782
-1.4237,-2.5085,5.1205
-1.4237,-2.3729,5.0654
-1.4237,-2.2373,5.0130
-1.4237,-2.1017,4.9628
-1.4237,-1.9661,4.9146
-1.4237,-1.8305,4.8678
-1.4237,-1.6949,4.8218
-1.4237,-1.5593,4.7760
-1.4237,-1.4237,4.7296
-1.4237,-1.2881,4.6819
-1.4237,-1.1525,4.6319
-1.4237,-1.0169,4.5789
-1.4237,-0.8814,4.5222
-1.4237,-0.7458,4.4612
-1.4237,-0.6102,4.3952
-1.4237,-0.4746,4.3241
-1.4237,-0.3390,4.2477
-1.4237,-0.2034,4.1660
-1.4237,-0.0678,4.0796
-1.4237,0.0678,3.9890
-1.4237,0.2034,3.8951
-1.4237,0.3390,3.7993
-1.4237,0.4746,3.7028
-1.4237,0.6102,3.6075
-1.4237,0.7458,3.5151
-1.4237,0.8814,3.4277
-1.4237,1.0169,3.3472
-1.4237,1.1525,3.2757
-1.4237,1.2881,3.2153
-1.4237,1.4237,3.1677
-1.4237,1.5593,3.1346
-1.4237,1.6949,3.1175
-1.4237,1.8305,3.1175
-1.4237,1.9661,3.1352
-1.4237,2.1017,3.1711
-1.4237,2.2373,3.2252
-1.4237,2.3729,3.2972
-1.4237,2.5085,3.3863
-1.4237,2.6441,3.4914
-1.4237,2.7797,3.6112
-1.4237,2.9153,3.7440
-1.4237,3.0508,3.8881
-1.4237,3.1864,4.0415
-1.4237,3.3220,4.2022
-1.4237,3.4576,4.3684
-1.4237,3.5932,4.5379
-1.4237,3.7288,4.7091
-1.4237,3.8644,4.8803
-1.4237,4.0000,5.0499
-1.2881,-4.0000,5.8228
-1.2881,-3.8644,5.7403
-1.2881,-3.7288,5.6586
-1.2881,-3.5932,5.5779
-1.2881,-3.4576,5.4988
-1.2881,-3.3220,5.4214
-1.2881,-3.1864,5.3461
-1.2881,-3.0508,5.2733
-1.2881,-2.9153,5.2034
-1.2881,-2.7797,5.1365
-1.2881,-2.6441,5.0728
-1.2881,-2.5085,5.0126
-1.2881,-2.3729,4.9557
-1.2881,-2.2373,4.9021
-1.2881,-2.1017,4.8517
-1.2881,-1.9661,4.8039
-1.2881,-1.8305,4.7585
-1.2881,-1.6949,4.7147
-1.2881,-1.5593,4.6719
-1.2881,-1.4237,4.6294
-1.2881,-1.2881,4.5862
-1.2881,-1.1525,4.5416
-1.2881,-1.0169,4.4946
-1.2881,-0.8814,4.4446
-1.2881,-0.7458,4.3907
-1.2881,-0.6102,4.3324
-1.2881,-0.4746,4.2692
-1.2881,-0.3390,4.2010
-1.2881,-0.2034,4.1279
-1.2881,-0.0678,4.0500
-1.2881,0.0678,3.9679
-1.2881,0.2034,3.8826
-1.2881,0.3390,3.7951
-1.2881,0.4746,3.7067
-1.2881,0.6102,3.6192
-1.2881,0.7458,3.5342
-1.2881,0.8814,3.4536
-1.2881,1.0169,3.3795
-1.2881,1.1525,3.3138
-1.2881,1.2881,3.2584
-1.2881,1.4237,3.2153
-1.2881,1.5593,3.1859
-1.2881,1.6949,3.1717
-1.2881,1.8305,3.1738
-1.2881,1.9661,3.1930
-1.2881,2.1017,3.2296
-1.2881,2.2373,3.2836
-1.2881,2.3729,3.3548
-1.2881,2.5085,3.4425
-1.2881,2.6441,3.5456
-1.2881,2.7797,3.6629
-1.2881,2.9153,3.7927
-1.2881,3.0508,3.9335
-1.2881,3.1864,4.0832
-1.2881,3.3220,4.2401
-1.2881,3.4576,4.4022
-1.2881,3.5932,4.5677
-1.2881,3.7288,4.7348
-1.2881,3.8644,4.9019
-1.2881,4.0000,5.0675
-1.1525,-4.0000,5.7570
-1.1525,-3.8644,5.6690
-1.1525,-3.7288,5.5818
-1.1525,-3.5932,5.4955
-1.1525,-3.4576,5.4107
-1.1525,-3.3220,5.3277
-1.1525,-3.1864,5.2472
-1.1525,-3.0508,5.1693
-1.1525,-2.9153,5.0947
-1.1525,-2.7797,5.0237
-1.1525,-2.6441,4.9565
-1.1525,-2.5085,4.8934
-1.1525,-2.3729,4.8344
-1.1525,-2.2373,4.7796
-1.1525,-2.1017,4.7288
-1.1525,-1.9661,4.6816
-1.1525,-1.8305,4.6377
-1.1525,-1.6949,4.5965
-1.1525,-1.5593,4.5572
-1.1525,-1.4237,4.5191
-1.1525,-1.2881,4.4812
-1.1525,-1.1525,4.4428
-1.1525,-1.0169,4.4027
-1.1525,-0.8814,4.3603
-1.1525,-0.7458,4.3147
-1.1525,-0.6102,4.2652
-1.1525,-0.4746,4.2112
-1.1525,-0.3390,4.1526
-1.1525,-0.2034,4.0892
-1.1525,-0.0678,4.0212
-1.1525,0.0678,3.9490
-1.1525,0.2034,3.8735
-1.1525,0.3390,3.7957
-1.1525,0.4746,3.7167
-1.1525,0.6102,3.6381
-1.1525,0.7458,3.5616
-1.1525,0.8814,3.4890
-1.1525,1.0169,3.4223
-1.1525,1.1525,3.3632
-1.1525,1.2881,3.3138
-1.1525,1.4237,3.2757
-1.1525,1.5593,3.2506
-1.1525,1.6949,3.2398
-1.1525,1.8305,3.2444
-1.1525,1.9661,3.2652
-1.1525,2.1017,3.3026
-1.1525,2.2373,3.3565
-1.1525,2.3729,3.4269
-1.1525,2.5085,3.5129
-1.1525,2.6441,3.6137
-1.1525,2.7797,3.7280
-1.1525,2.9153,3.8544
-1.1525,3.0508,3.9913
-1.1525,3.1864,4.1368
-1.1525,3.3220,4.2892
-1.1525,3.4576,4.4466
-1.1525,3.5932,4.6073
-1.1525,3.7288,4.7695
-1.1525,3.8644,4.9319
-1.1525,4.0000,5.0929
-1.0169,-4.0000,5.6863
-1.0169,-3.8644,5.5922
-1.0169,-3.7288,5.4986
-1.0169,-3.5932,5.4059
-1.0169,-3.4576,5.3147
-1.0169,-3.3220,5.2254
-1.0169,-3.1864,5.1388
-1.0169,-3.0508,5.0552
-1.0169,-2.9153,4.9753
-1.0169,-2.7797,4.8996
-1.0169,-2.6441,4.8283
-1.0169,-2.5085,4.7620
-1.0169,-2.3729,4.7007
-1.0169,-2.2373,4.6444
-1.0169,-2.1017,4.5932
-1.0169,-1.9661,4.5467
-1.0169,-1.8305,4.5045
-1.0169,-1.6949,4.4661
-1.0169,-1.5593,4.4308
-1.0169,-1.4237,4.3977
-1.0169,-1.2881,4.3658
-1.0169,-1.1525,4.3343
-1.0169,-1.0169,4.3022
-1.0169,-0.8814,4.2684
-1.0169,-0.7458,4.2321
-1.0169,-0.6102,4.1925
-1.0169,-0.4746,4.1490
-1.0169,-0.3390,4.1011
-1.0169,-0.2034,4.0488
-1.0169,-0.0678,3.9919
-1.0169,0.0678,3.9310
-1.0169,0.2034,3.8666
-1.0169,0.3390,3.7996
-1.0169,0.4746,3.7312
-1.0169,0.6102,3.6627
-1.0169,0.7458,3.5958
-1.0169,0.8814,3.5323
-1.0169,1.0169,3.4738
-1.0169,1.1525,3.4223
-1.0169,1.2881,3.3795
-1.0169,1.4237,3.3472
-1.0169,1.5593,3.3269
-1.0169,1.6949,3.3199
-1.0169,1.8305,3.3274
-1.0169,1.9661,3.3500
-1.0169,2.1017,3.3882
-1.0169,2.2373,3.4421
-1.0169,2.3729,3.5114
-1.0169,2.5085,3.5956
-1.0169,2.6441,3.6939
-1.0169,2.7797,3.8049
-1.0169,2.9153,3.9274
-1.0169,3.0508,4.0599
-1.0169,3.1864,4.2006
-1.0169,3.3220,4.3479
-1.0169,3.4576,4.5001
-1.0169,3.5932,4.6554
-1.0169,3.7288,4.8123
-1.0169,3.8644,4.9694
-1.0169,4.0000,5.1252
-0.8814,-4.0000,5.6104
-0.8814,-3.8644,5.5094
-0.8814,-3.7288,5.4086
-0.8814,-3.5932,5.3087
-0.8814,-3.4576,5.2103
-0.8814,-3.3220,5.1139
-0.8814,-3.1864,5.0204
-0.8814,-3.0508,4.9304
-0.8814,-2.9153,4.8446
-0.8814,-2.7797,4.7635
-0.8814,-2.6441,4.6877
-0.8814,-2.5085,4.6177
-0.8814,-2.3729,4.5537
-0.8814,-2.2373,4.4958
-0.8814,-2.1017,4.4441
-0.8814,-1.9661,4.3983
-0.8814,-1.8305,4.3581
-0.8814,-1.6949,4.3228
-0.8814,-1.5593,4.2919
-0.8814,-1.4237,4.2643
-0.8814,-1.2881,4.2392
-0.8814,-1.1525,4.2154
-0.8814,-1.0169,4.1920
-0.8814,-0.8814,4.1679
-0.8814,-0.7458,4.1420
-0.8814,-0.6102,4.1134
-0.8814,-0.4746,4.0815
-0.8814,-0.3390,4.0456
-0.8814,-0.2034,4.0055
-0.8814,-0.0678,3.9610
-0.8814,0.0678,3.9125
-0.8814,0.2034,3.8604
-0.8814,0.3390,3.8054
-0.8814,0.4746,3.7487
-0.8814,0.6102,3.6915
-0.8814,0.7458,3.6352
-0.8814,0.8814,3.5816
-0.8814,1.0169,3.5323
-0.8814,1.1525,3.4890
-0.8814,1.2881,3.4536
-0.8814,1.4237,3.4277
-0.8814,1.5593,3.4127
-0.8814,1.6949,3.4100
-0.8814,1.8305,3.4205
-0.8814,1.9661,3.4452
-0.8814,2.1017,3.4844
-0.8814,2.2373,3.5382
-0.8814,2.3729,3.6065
-0.8814,2.5085,3.6888
-0.8814,2.6441,3.7842
-0.8814,2.7797,3.8917
-0.8814,2.9153,4.0100
-0.8814,3.0508,4.1377
-0.8814,3.1864,4.2733
-0.8814,3.3220,4.4151
-0.8814,3.4576,4.5615
-0.8814,3.5932,4.7110
-0.8814,3.7288,4.8621
-0.8814,3.8644,5.0133
-0.8814,4.0000,5.1635
-0.7458,-4.0000,5.5291
-0.7458,-3.8644,5.4203
-0.7458,-3.7288,5.3116
-0.7458,-3.5932,5.2036
-0.7458,-3.4576,5.0971
-0.7458,-3.3220,4.9929
-0.7458,-3.1864,4.8917
-0.7458,-3.0508,4.7945
-0.7458,-2.9153,4.7020
-0.7458,-2.7797,4.6150
-0.7458,-2.6441,4.5341
-0.7458,-2.5085,4.4600
-0.7458,-2.3729,4.3929
-0.7458,-2.2373,4.3332
-0.7458,-2.1017,4.2809
-0.7458,-1.9661,4.2359
-0.7458,-1.8305,4.1977
-0.7458,-1.6949,4.1659
-0.7458,-1.5593,4.1398
-0.7458,-1.4237,4.1183
-0.7458,-1.2881,4.1005
-0.7458,-1.1525,4.0853
-0.7458,-1.0169,4.0715
-0.7458,-0.8814,4.0579
-0.7458,-0.7458,4.0434
-0.7458,-0.6102,4.0270
-0.7458,-0.4746,4.0077
-0.7458,-0.3390,3.9850
-0.7458,-0.2034,3.9582
-0.7458,-0.0678,3.9273
-0.7458,0.0678,3.8923
-0.7458,0.2034,3.8536
-0.7458,0.3390,3.8118
-0.7458,0.4746,3.7678
-0.7458,0.6102,3.7228
-0.7458,0.7458,3.6781
-0.7458,0.8814,3.6352
-0.7458,1.0169,3.5958
-0.7458,1.1525,3.5616
-0.7458,1.2881,3.5342
-0.7458,1.4237,3.5151
-0.7458,1.5593,3.5059
-0.7458,1.6949,3.5078
-0.7458,1.8305,3.5218
-0.7458,1.9661,3.5487
-0.7458,2.1017,3.5890
-0.7458,2.2373,3.6428
-0.7458,2.3729,3.7101
-0.7458,2.5085,3.7903
-0.7458,2.6441,3.8827
-0.7458,2.7797,3.9864
-0.7458,2.9153,4.1003
-0.7458,3.0508,4.2230
-0.7458,3.1864,4.3531
-0.7458,3.3220,4.4890
-0.7458,3.4576,4.6294
-0.7458,3.5932,4.7727
-0.7458,3.7288,4.9175
-0.7458,3.8644,5.0626
-0.7458,4.0000,5.2069
-0.6102,-4.0000,5.4422
-0.6102,-3.8644,5.3249
-0.6102,-3.7288,5.2074
-0.6102,-3.5932,5.0905
-0.6102,-3.4576,4.9751
-0.6102,-3.3220,4.8621
-0.6102,-3.1864,4.7525
-0.6102,-3.0508,4.6473
-0.6102,-2.9153,4.5475
-0.6102,-2.7797,4.4539
-0.6102,-2.6441,4.3674
-0.6102,-2.5085,4.2886
-0.6102,-2.3729,4.2182
-0.6102,-2.2373,4.1564
-0.6102,-2.1017,4.1034
-0.6102,-1.9661,4.0591
-0.6102,-1.8305,4.0232
-0.6102,-1.6949,3.9951
-0.6102,-1.5593,3.9742
-0.6102,-1.4237,3.9593
-0.6102,-1.2881,3.9495
-0.6102,-1.1525,3.9436
-0.6102,-1.0169,3.9401
-0.6102,-0.8814,3.9380
-0.6102,-0.7458,3.9359
-0.6102,-0.6102,3.9325
-0.6102,-0.4746,3.9270
-0.6102,-0.3390,3.9184
-0.6102,-0.2034,3.9061
-0.6102,-0.0678,3.8898
-0.6102,0.0678,3.8694
-0.6102,0.2034,3.8451
-0.6102,0.3390,3.8174
-0.6102,0.4746,3.7871
-0.6102,0.6102,3.7551
-0.6102,0.7458,3.7228
-0.6102,0.8814,3.6915
-0.6102,1.0169,3.6627
-0.6102,1.1525,3.6381
-0.6102,1.2881,3.6192
-0.6102,1.4237,3.6075
-0.6102,1.5593,3.6045
-0.6102,1.6949,3.6113
-0.6102,1.8305,3.6290
-0.6102,1.9661,3.6583
-0.6102,2.1017,3.6999
-0.6102,2.2373,3.7537
-0.6102,2.3729,3.8199
-0.6102,2.5085,3.8980
-0.6102,2.6441,3.9874
-0.6102,2.7797,4.0873
-0.6102,2.9153,4.1965
-0.6102,3.0508,4.3140
-0.6102,3.1864,4.4384
-0.6102,3.3220,4.5683
-0.6102,3.4576,4.7023
-0.6102,3.5932,4.8392
-0.6102,3.7288,4.9776
-0.6102,3.8644,5.1163
-0.6102,4.0000,5.2543
-0.4746,-4.0000,5.3499
-0.4746,-3.8644,5.2232
-0.4746,-3.7288,5.0961
-0.4746,-3.5932,4.9695
-0.4746,-3.4576,4.8444
-0.4746,-3.3220,4.7218
-0.4746,-3.1864,4.6030
-0.4746,-3.0508,4.4890
-0.4746,-2.9153,4.3811
-0.4746,-2.7797,4.2803
-0.4746,-2.6441,4.1876
-0.4746,-2.5085,4.1038
-0.4746,-2.3729,4.0296
-0.4746,-2.2373,3.9655
-0.4746,-2.1017,3.9117
-0.4746,-1.9661,3.8681
-0.4746,-1.8305,3.8346
-0.4746,-1.6949,3.8104
-0.4746,-1.5593,3.7950
-0.4746,-1.4237,3.7873
-0.4746,-1.2881,3.7860
-0.4746,-1.1525,3.7900
-0.4746,-1.0169,3.7977
-0.4746,-0.8814,3.8078
-0.4746,-0.7458,3.8189
-0.4746,-0.6102,3.8296
-0.4746,-0.4746,3.8387
-0.4746,-0.3390,3.8453
-0.4746,-0.2034,3.8484
-0.4746,-0.0678,3.8477
-0.4746,0.0678,3.8428
-0.4746,0.2034,3.8338
-0.4746,0.3390,3.8211
-0.4746,0.4746,3.8052
-0.4746,0.6102,3.7871
-0.4746,0.7458,3.7678
-0.4746,0.8814,3.7487
-0.4746,1.0169,3.7312
-0.4746,1.1525,3.7167
-0.4746,1.2881,3.7067
-0.4746,1.4237,3.7028
-0.4746,1.5593,3.7063
-0.4746,1.6949,3.7183
-0.4746,1.8305,3.7400
-0.4746,1.9661,3.7720
-0.4746,2.1017,3.8148
-0.4746,2.2373,3.8689
-0.4746,2.3729,3.9340
-0.4746,2.5085,4.0100
-0.4746,2.6441,4.0964
-0.4746,2.7797,4.1923
-0.4746,2.9153,4.2969
-0.4746,3.0508,4.4090
-0.4746,3.1864,4.5276
-0.4746,3.3220,4.6513
-0.4746,3.4576,4.7789
-0.4746,3.5932,4.9092
-0.4746,3.7288,5.0410
-0.4746,3.8644,5.1732
-0.4746,4.0000,5.3048
-0.3390,-4.0000,5.2525
-0.3390,-3.8644,5.1156
-0.3390,-3.7288,4.9781
-0.3390,-3.5932,4.8409
-0.3390,-3.4576,4.7052
-0.3390,-3.3220,4.5723
-0.3390,-3.1864,4.4435
-0.3390,-3.0508,4.3200
-0.3390,-2.9153,4.2034
-0.3390,-2.7797,4.0947
-0.3390,-2.6441,3.9952
-0.3390,-2.5085,3.9059
-0.3390,-2.3729,3.8277
-0.3390,-2.2373,3.7610
-0.3390,-2.1017,3.7062
-0.3390,-1.9661,3.6634
-0.3390,-1.8305,3.6323
-0.3390,-1.6949,3.6123
-0.3390,-1.5593,3.6027
-0.3390,-1.4237,3.6025
-0.3390,-1.2881,3.6103
-0.3390,-1.1525,3.6248
-0.3390,-1.0169,3.6444
-0.3390,-0.8814,3.6675
-0.3390,-0.7458,3.6926
-0.3390,-0.6102,3.7182
-0.3390,-0.4746,3.7428
-0.3390,-0.3390,3.7653
-0.3390,-0.2034,3.7847
-0.3390,-0.0678,3.8003
-0.3390,0.0678,3.8118
-0.3390,0.2034,3.8188
-0.3390,0.3390,3.8218
-0.3390,0.4746,3.8211
-0.3390,0.6102,3.8174
-0.3390,0.7458,3.8118
-0.3390,0.8814,3.8054
-0.3390,1.0169,3.7996
-0.3390,1.1525,3.7957
-0.3390,1.2881,3.7951
-0.3390,1.4237,3.7993
-0.3390,1.5593,3.8095
-0.3390,1.6949,3.8270
-0.3390,1.8305,3.8528
-0.3390,1.9661,3.8875
-0.3390,2.1017,3.9319
-0.3390,2.2373,3.9862
-0.3390,2.3729,4.0504
-0.3390,2.5085,4.1244
-0.3390,2.6441,4.2077
-0.3390,2.7797,4.2997
-0.3390,2.9153,4.3996
-0.3390,3.0508,4.5065
-0.3390,3.1864,4.6192
-0.3390,3.3220,4.7367
-0.3390,3.4576,4.8578
-0.3390,3.5932,4.9815
-0.3390,3.7288,5.1066
-0.3390,3.8644,5.2323
-0.3390,4.0000,5.3576
-0.2034,-4.0000,5.1503
-0.2034,-3.8644,5.0026
-0.2034,-3.7288,4.8539
-0.2034,-3.5932,4.7054
-0.2034,-3.4576,4.5584
-0.2034,-3.3220,4.4144
-0.2034,-3.1864,4.2748
-0.2034,-3.0508,4.1412
-0.2034,-2.9153,4.0151
-0.2034,-2.7797,3.8980
-0.2034,-2.6441,3.7913
-0.2034,-2.5085,3.6961
-0.2034,-2.3729,3.6134
-0.2034,-2.2373,3.5439
